                                                  Ordered by
                    Structure         TotalE     NoInterHelVDW     NoAllVDW        InterHB
     180_120_330_0_60_270_240         3028.7          122.8          437.9          -57.5
     120_120_330_0_120_240_90         5650.5          122.9          402.6          -76.7
  180_180_330_180_150_150_150        12077.7          122.9          401.9          -75.2
     180_120_330_90_90_240_90        13764.2          122.9          407.8          -73.9
     150_240_0_300_240_180_90       104458.2          122.9          438.8          -48.7
    120_120_330_300_60_120_60        38562.0          122.9          430.9          -68.3
      180_120_330_0_180_330_0         1840.4          122.9          437.9          -65.3
        90_150_330_0_0_180_90         4803.7          122.9          432.4          -89.0
   120_120_330_180_90_300_330         5177.2          123.0          411.4          -83.7
     120_120_330_90_90_300_90        16490.0          123.0          415.8          -81.3
     150_150_330_0_90_240_150         1128.2          123.0          435.1          -74.0
    180_150_30_330_90_180_330      1894114.8          123.0          460.8          -34.5
      120_120_330_0_180_300_0         4725.0          123.0          446.2          -79.6
    150_240_330_240_90_210_90         2518.8          123.1          427.4          -64.0
   150_150_240_120_150_180_90       558461.5          123.1          421.1          -47.6
      120_120_330_0_120_300_0         5623.3          123.1          410.7          -80.9
     120_120_330_0_150_150_60         3662.4          123.1          399.5          -82.4
     180_180_330_0_60_330_180         4582.0          123.1          436.9          -67.7
     180_150_330_0_90_240_120         1204.2          123.1          444.3          -72.3
    120_120_330_240_60_210_60         4975.8          123.1          416.5          -84.1
  180_120_330_180_150_120_180         3298.1          123.1          406.7          -91.1
     150_210_30_330_90_210_60      1894537.8          123.1          458.5          -54.2
   180_120_330_240_60_330_330         1415.4          123.2          427.8          -79.3
   120_120_330_300_60_330_330        38564.6          123.2          431.7          -74.4
   90_180_330_180_150_180_120         2193.2          123.2          414.0          -70.2
    120_120_330_180_150_330_0         4844.5          123.2          418.9          -80.6
    210_300_330_180_90_210_60         5506.6          123.2          427.6          -54.7
  150_240_330_180_150_180_150         2364.4          123.2          415.7          -59.0
      120_120_330_0_120_150_0         5618.9          123.3          404.0          -74.5
    150_150_0_210_240_300_210       106853.6          123.3          446.6          -40.1
  120_120_330_240_150_120_330         4658.7          123.3          414.0          -99.0
    120_120_330_0_180_180_180         4636.0          123.3          407.4          -79.4
      90_120_330_0_150_180_90         1111.2          123.3          381.6          -78.4
       120_120_330_0_0_270_60         6583.4          123.3          408.4          -79.1
  180_150_240_150_150_240_330        60926.5          123.4          446.2          -56.6
     180_120_330_0_90_210_120         1730.2          123.4          405.0          -57.2
     180_120_330_0_90_210_150        11069.0          123.4          432.0          -50.0
    150_150_330_180_150_180_0         2865.1          123.4          414.9          -73.4
     180_180_330_0_90_240_120         1898.7          123.4          435.5          -60.6
    210_210_330_240_90_210_60         2867.1          123.4          424.1          -53.9
    180_150_240_150_90_240_90        62787.7          123.4          444.8          -43.3
   120_120_330_330_90_240_330         3276.1          123.4          437.8          -65.6
   120_120_330_240_90_150_150         4209.0          123.4          428.6          -71.8
     120_120_330_0_90_180_150         3803.4          123.4          438.8          -58.8
   150_150_330_240_90_210_330         2637.8          123.4          415.2          -71.5
   180_150_240_150_120_300_90        61805.2          123.5          424.6          -49.8
     180_180_330_0_90_300_180         2362.7          123.5          438.1          -64.4
    150_240_30_330_90_210_150      1894697.5          123.5          458.0          -38.8
       90_180_330_0_60_120_30         3131.7          123.5          417.4          -71.1
      150_150_330_0_90_180_30         1330.6          123.5          420.3          -68.3
  120_120_330_270_150_120_210         4586.3          123.5          430.9          -82.1
    90_150_150_120_150_180_90        24444.4          123.5          439.0          -60.8
    210_330_180_180_90_210_60         4100.2          123.5          437.3          -73.4
  120_120_330_240_150_240_330         4227.3          123.6          414.7          -94.8
    180_150_330_0_150_180_330         1262.5          123.6          418.9          -78.5
    180_150_330_240_90_240_90         1794.7          123.6          433.0          -76.8
     150_210_0_240_150_180_90          355.9          123.6          409.5          -56.3
     180_180_330_0_60_150_150        13322.8          123.6          419.4          -61.7
    90_150_330_240_150_120_90         2870.9          123.6          434.7          -94.3
   150_150_240_150_150_180_30        60834.2          123.6          423.9          -46.0
     180_120_330_90_60_120_60        15245.2          123.7          410.8          -72.9
   210_210_330_180_150_180_90         2331.7          123.7          404.1          -63.5
       90_180_330_0_60_210_60         3951.7          123.7          423.2          -69.3
     210_210_0_180_150_180_90          767.6          123.7          427.6          -70.7
   150_150_240_180_150_180_90        58179.2          123.7          411.8          -48.6
  180_120_330_270_150_180_120         1387.5          123.7          430.9          -52.8
   180_120_330_180_150_180_60         2083.3          123.7          395.6          -70.2
      150_150_330_0_90_150_90         1146.2          123.7          417.7          -68.5
   120_120_330_240_240_270_60         6581.6          123.8          420.4          -80.2
    120_120_330_90_60_330_180        18013.3          123.8          414.3          -78.6
     180_180_330_0_30_150_150       424848.1          123.8          422.8          -61.3
      120_120_330_0_90_120_30         3815.2          123.8          420.1          -78.4
      150_240_330_0_90_240_90         1119.5          123.8          434.1          -63.2
      90_150_330_0_150_120_60         2356.0          123.8          429.8          -99.2
   150_270_330_240_150_180_90         1659.4          123.8          403.6          -59.4
  180_120_330_180_150_150_330         2186.6          123.9          390.2          -90.9
    90_150_330_180_150_180_60         2842.2          123.9          418.5          -79.3
   120_120_330_180_150_150_30         4863.5          123.9          393.8          -97.1
    120_120_330_270_60_120_30         4058.8          123.9          423.9          -71.3
   150_150_150_180_150_180_90         4872.7          123.9          428.0          -56.8
   120_120_330_180_90_150_330         5249.1          124.0          398.0          -81.9
    120_120_330_90_180_210_60        17677.9          124.0          391.4          -94.1
   150_150_240_150_150_120_60        61304.4          124.0          450.3          -55.1
    180_120_330_180_90_180_90         2592.5          124.0          413.9          -65.7
  120_120_330_240_150_120_120         4671.9          124.0          403.5          -95.4
    120_120_330_0_150_120_330         4146.3          124.0          416.0          -91.8
      90_120_330_0_180_180_90         2081.3          124.0          398.1          -83.8
   120_120_330_90_150_180_210        16683.2          124.0          380.0          -81.9
      180_120_330_0_90_300_30          887.1          124.0          440.9          -64.7
      180_180_330_0_90_210_90         2439.7          124.1          428.5          -59.2
   120_120_330_240_150_210_60         4500.4          124.1          391.4          -86.2
        90_0_180_90_90_210_60        58893.4          124.1          435.2          -48.0
    90_150_330_180_150_120_30         3328.2          124.1          415.1          -98.8
     120_120_330_0_60_300_210         6090.2          124.1          428.2          -74.6
     180_150_330_0_90_150_150        10624.7          124.1          442.9          -66.6
      150_150_330_0_60_120_90         3386.1          124.1          433.0          -72.5
    150_240_180_330_90_240_90        45082.6          124.1          451.5          -59.4
     180_120_330_0_180_270_60         1848.7          124.2          424.2          -69.1
    180_120_330_180_150_120_0         2604.8          124.2          414.7          -87.1
      120_120_330_0_60_210_90         6426.9          124.2          428.2          -75.9
     150_210_0_300_120_300_90       272819.8          124.2          433.9          -72.6
    90_150_240_150_330_180_90        63820.4          124.2          453.8          -41.9
    120_120_330_0_150_240_330         3714.9          124.3          416.8          -87.6
     180_150_330_0_180_210_60         2411.3          124.3          426.1          -88.3
   210_300_330_180_150_120_60         4587.8          124.3          434.4          -72.1
   180_150_240_150_150_120_90        61299.8          124.3          451.1          -49.1
      90_180_330_0_60_120_180         3075.7          124.3          422.0          -76.0
    180_150_330_0_180_180_330         2232.6          124.3          435.3          -83.9
   120_120_330_270_150_180_30         4071.3          124.3          410.1          -71.0
     150_240_180_90_90_180_90         4323.3          124.3          452.6          -57.4
     120_120_330_0_60_120_150         5835.9          124.3          445.4          -69.3
   120_210_330_180_150_180_90         2407.0          124.4          395.3          -69.3
     150_150_0_210_240_300_90       106840.1          124.4          441.4          -44.3
     120_210_0_180_150_180_90          842.9          124.4          418.8          -76.5
    120_120_330_300_60_120_30        38596.5          124.4          429.4          -75.9
     90_150_330_0_180_150_330         3108.6          124.4          433.5          -91.2
     90_150_330_0_180_150_180         3013.8          124.4          421.2          -95.2
    180_120_330_0_180_240_330         1839.9          124.4          447.4          -66.2
  180_120_330_180_150_330_330         2064.2          124.4          417.5          -78.6
     150_240_330_0_90_150_150         1218.4          124.5          440.4          -51.8
      90_150_330_0_90_240_120         1815.7          124.5          458.4          -84.4
     120_120_330_90_60_270_90        17957.5          124.5          412.7          -76.5
  120_120_330_180_150_240_120         4901.2          124.5          404.7          -94.9
  150_240_330_180_150_180_330         2220.5          124.6          424.6          -56.7
     150_240_0_300_120_300_90       272902.6          124.6          443.7          -60.0
    150_150_330_180_90_240_90         2569.3          124.6          406.9          -75.7
      120_120_330_0_180_270_0         4606.9          124.6          437.1          -67.6
     180_120_330_240_90_180_0         1609.9          124.7          428.2          -67.5
     210_210_0_240_240_180_90       104200.9          124.7          443.2          -54.4
     90_150_30_330_90_180_330      1894732.9          124.7          470.6          -43.0
     120_120_330_90_90_300_30        16527.1          124.7          412.4          -76.7
      180_150_330_0_60_120_60         3371.1          124.7          446.6          -77.2
    120_120_330_0_150_120_120         4159.5          124.7          405.6          -88.2
      180_150_330_0_60_270_90         3324.2          124.7          443.7          -68.6
     150_150_330_0_90_300_300         1147.5          124.7          438.6          -67.2
     120_120_330_0_270_240_90        25533.7          124.8          394.0          -80.4
     120_120_330_0_150_210_60         3988.0          124.8          393.5          -79.0
  150_150_330_180_150_300_210         2315.3          124.8          424.6          -78.4
    180_120_330_240_90_240_60         1426.9          124.8          430.0          -69.4
     150_150_330_0_180_150_30         2395.5          124.8          424.4          -75.7
       120_120_330_0_60_240_0         6479.7          124.8          437.0          -63.3
     180_120_330_90_90_210_90        14574.1          124.8          400.0          -67.1
   150_150_330_240_90_180_120         1982.2          124.8          436.5          -61.1
     120_120_330_0_60_330_150         5848.4          124.8          444.2          -66.1
     180_180_330_0_150_180_90         1661.9          124.9          419.4          -62.8
  120_120_330_180_150_150_210         4891.6          124.9          384.5         -100.4
   120_120_330_240_90_330_330         4139.4          124.9          419.4          -78.6
      180_120_330_0_60_90_180         4122.6          124.9          436.4          -65.8
     120_120_330_0_180_240_60         4545.7          124.9          443.0          -67.7
    150_240_180_90_90_240_150         4271.7          125.0          453.4          -70.5
   90_150_240_150_150_240_330        61544.5          125.0          456.0          -65.1
     150_240_0_240_150_180_90          454.0          125.0          422.2          -43.7
     150_150_330_0_60_150_150         3426.5          125.0          421.5          -70.6
     120_120_330_90_60_330_60        18001.4          125.0          415.0          -76.9
  180_120_330_180_150_120_240         2739.5          125.0          404.7          -88.3
     120_120_330_0_60_330_240         6654.6          125.0          446.3          -79.0
    180_120_330_240_90_300_60         1412.9          125.1          431.4          -69.7
    180_120_330_240_90_150_60         1414.0          125.1          422.0          -65.0
   180_120_330_240_90_150_180         2186.0          125.1          416.6          -71.0
