                                    Ordered by
                    Structure         TotalE     NoInterHelVDW     NoAllVDW        InterHB
     210_30_60_330_60_120_270          473.7          263.5          553.2          -30.6
    150_210_60_330_90_330_150          473.7          248.1          508.6          -32.1
      180_240_0_270_60_180_60          473.8          397.1          532.9          -35.0
      150_210_0_270_60_120_30          473.9          239.5          467.2          -51.2
      120_240_0_240_60_180_60          473.9          367.0          522.6          -35.5
      90_240_0_240_150_330_90          473.9          245.6          486.7          -27.0
      150_210_0_270_60_90_240          474.0          289.1          524.3          -37.4
      210_210_0_240_330_0_330          474.0          215.5          505.4          -39.6
     210_120_60_330_60_90_240          474.0          235.5          530.7          -33.4
      210_30_60_330_60_120_90          474.2          254.9          542.9          -27.3
     60_240_0_240_150_330_330          474.4          276.9          492.4          -20.6
    210_120_60_330_60_270_240          474.5          263.3          556.3          -26.5
      90_240_0_240_60_270_300          474.5          262.7          515.1          -27.1
     210_240_0_240_60_330_300          474.5          222.6          525.0          -23.2
     60_240_0_240_330_270_270          474.6          253.1          513.8          -24.9
    180_120_60_330_60_270_270          474.6          221.7          535.3          -18.2
      120_210_0_240_60_270_60          474.6          165.1          462.8          -50.1
      60_240_0_240_150_330_60          474.6          293.3          504.4          -18.2
     120_210_0_240_60_120_180          474.6          183.2          473.2          -58.0
     210_30_60_330_60_330_300          474.8          273.5          558.5          -34.8
    180_240_0_270_150_270_240          474.8          380.7          566.0          -28.1
      210_210_0_240_60_150_30          475.1          180.6          491.0          -34.1
     150_210_0_240_60_150_120          475.1          179.5          468.0          -48.2
    210_120_60_330_90_330_330          475.1          259.5          535.4          -43.0
    180_240_0_300_330_270_330          475.1          223.4          509.0          -33.5
       90_240_0_240_60_270_60          475.2          231.6          483.4          -36.1
       30_240_0_240_60_120_90          475.2          341.9          513.8          -23.6
      210_180_0_270_60_270_30          475.2          315.5          534.4          -31.5
       120_240_0_240_60_0_270          475.4          317.0          558.1          -26.7
     150_210_60_330_60_120_90          475.5          200.7          483.3          -40.0
     150_240_0_240_60_270_210          475.6          190.6          495.5          -36.2
      150_210_0_240_150_240_0          475.6          213.7          488.4          -44.2
      210_240_0_240_60_120_30          475.6          225.4          495.1          -34.1
      210_30_60_330_90_300_90          475.6          275.5          558.0          -36.7
    210_240_0_240_150_330_120          475.7          239.2          512.5          -22.4
      150_210_0_240_330_0_270          475.7          210.3          495.9          -42.7
     150_210_0_240_60_270_300          475.7          199.8          489.3          -37.3
     210_240_0_270_60_270_240          475.7          320.6          553.7          -20.2
     180_240_0_270_150_330_30          475.8          379.4          554.0          -19.4
     180_150_60_330_60_270_90          475.8          205.7          509.1          -30.6
     150_210_90_90_150_180_90          475.8          162.2          479.0          -45.0
       210_210_0_240_60_0_330          475.8          213.8          514.2          -35.4
     210_210_0_270_60_120_330          475.9          280.8          510.1          -40.4
     180_240_0_300_60_270_330          475.9          212.9          502.2          -31.7
      30_240_0_240_60_120_120          476.0          336.8          500.6          -29.6
      210_240_0_240_60_90_330          476.0          244.2          533.0          -16.2
    150_210_0_270_150_180_150          476.0          231.3          460.3          -42.4
       150_210_0_270_60_330_0          476.0          260.8          500.8          -43.3
      300_30_60_330_90_330_30          476.0          344.1          571.5          -13.1
      180_30_60_330_60_270_90          476.0          244.6          523.0          -31.3
    210_210_0_270_150_330_330          476.1          275.4          517.3          -34.1
       30_210_0_240_60_270_90          476.1          332.3          516.4          -30.9
     180_240_0_240_330_240_90          476.2          302.7          486.3          -35.9
        210_210_0_240_60_60_0          476.2          212.0          505.0          -41.0
      210_210_0_240_150_60_60          476.4          205.5          470.1          -32.4
      30_240_0_240_150_330_90          476.5          355.4          525.3          -14.5
     120_240_0_210_60_270_330          476.7          269.9          519.5          -31.9
     150_210_60_330_90_300_90          477.0          221.4          498.4          -49.4
      180_210_0_240_60_120_60          477.1          203.0          479.9          -38.0
      120_240_0_240_60_60_270          477.2          320.7          551.3          -27.2
     150_240_0_240_330_300_60          477.3          177.9          495.4          -42.8
     120_210_0_240_150_180_90          477.3          130.3          418.3          -56.7
    150_210_60_330_90_150_150          477.3          236.2          513.4          -23.4
     180_240_0_210_60_270_300          477.4          248.4          543.9          -25.9
    210_180_330_330_90_300_30          477.4          199.2          495.5          -37.1
       150_210_0_240_60_0_270          477.5          208.6          504.7          -38.5
      180_240_0_210_60_120_90          477.7          228.2          510.7          -34.1
     210_210_0_240_60_330_270          477.7          175.0          501.9          -34.5
      90_240_0_240_330_180_90          477.9          201.0          451.4          -47.0
       180_240_0_270_60_0_270          477.9          343.8          565.6          -22.7
     210_240_0_270_60_330_330          478.1          276.1          517.4          -26.4
     60_240_0_240_150_180_120          478.2          203.4          458.0          -34.5
    150_240_0_240_330_300_330          478.2          171.8          485.1          -38.7
     210_240_0_240_60_120_180          478.3          234.5          520.5          -28.1
     210_210_0_270_150_330_60          478.4          263.7          515.6          -31.4
     210_30_60_330_90_330_180          478.5          287.3          557.2          -31.2
     300_240_0_240_60_270_240          478.5          388.5          556.7          -16.2
      120_210_0_240_60_120_60          478.6          161.1          451.2          -51.9
     210_240_0_240_60_120_300          478.6          240.1          522.8          -25.9
     150_210_0_240_150_150_30          478.6          190.5          459.8          -44.9
      210_30_60_330_90_330_90          478.8          300.5          562.3          -32.5
     210_210_0_240_60_270_210          479.0          206.8          514.0          -35.2
     120_240_0_270_150_180_30          479.0          364.1          490.5          -39.5
    150_210_60_330_90_330_330          479.0          256.1          510.3          -39.8
    210_210_0_240_150_270_270          479.1          227.0          503.3          -33.8
       90_240_0_240_60_120_60          479.1          227.5          471.7          -37.9
      180_120_60_330_60_60_60          479.3          242.9          521.4          -26.9
      150_210_0_240_60_60_270          479.3          212.3          497.9          -39.0
     60_240_0_240_150_180_330          479.6          247.0          457.5          -27.6
      150_210_0_270_60_330_30          479.7          257.7          491.2          -40.2
     120_240_0_240_150_60_330          479.7          316.3          512.6          -20.4
      300_30_60_330_60_90_120          479.7          287.2          564.4          -16.2
      180_240_0_270_60_60_270          479.7          347.5          558.8          -23.2
    210_210_0_240_150_240_330          479.8          193.6          479.0          -43.7
    150_240_0_240_330_270_330          479.8          168.1          479.7          -42.6
     180_240_0_240_150_60_300          479.9          277.4          516.1          -23.8
    180_240_240_300_60_270_90          480.0          267.7          497.6          -36.2
      90_240_0_240_150_270_90          480.0          271.4          478.6          -37.0
    210_240_0_240_150_270_120          480.1          263.1          516.2          -30.1
     150_210_60_330_90_330_90          480.1          246.3          502.7          -45.2
     210_210_60_330_90_150_60          480.2          241.5          522.1          -22.8
      30_240_0_270_60_270_120          480.3          409.5          533.6          -22.5
     180_120_60_330_90_330_30          480.3          263.7          524.4          -35.5
      30_240_0_240_330_180_90          480.5          310.8          490.0          -34.5
     120_240_0_240_150_60_180          480.5          329.9          518.3          -25.5
    180_240_0_300_330_300_300          480.5          242.1          526.9          -30.3
    180_240_0_240_150_150_210          480.6          264.6          513.3          -28.8
      120_240_0_270_60_60_240          480.6          401.9          550.7          -33.2
      150_210_0_270_60_90_210          480.7          270.4          501.4          -46.8
     60_240_0_240_150_330_120          480.7          264.3          502.4          -23.6
     210_210_0_270_150_180_30          480.7          230.6          470.0          -49.1
     210_210_60_330_60_90_120          480.8          213.3          503.7          -37.3
      30_240_0_240_60_330_120          480.9          335.2          512.8          -26.7
    210_240_0_240_330_180_330          480.9          205.4          495.3          -33.4
      90_240_0_240_60_270_210          481.0          280.0          524.3          -30.8
       180_240_0_270_60_90_90          481.0          324.6          531.4          -20.4
    210_240_0_240_330_270_300          481.1          230.0          522.9          -25.7
     300_240_0_240_330_330_90          481.2          312.1          524.1          -21.3
    210_210_0_270_150_180_330          481.2          245.4          482.4          -41.1
      210_240_0_240_60_330_30          481.4          243.6          519.0          -23.1
      210_180_90_0_150_180_30          481.5          260.2          501.6          -46.1
     150_210_0_240_60_150_180          481.6          199.2          482.8          -46.4
     210_210_60_330_60_120_30          481.6          179.0          488.6          -35.6
      210_210_0_240_60_180_60          481.7          254.4          479.9          -46.1
     120_210_0_240_60_330_330          481.8          173.8          470.1          -49.0
     300_240_0_240_330_270_60          482.0          326.1          539.2          -30.4
    150_240_0_240_150_330_330          482.0          183.8          485.4          -30.9
     120_240_0_270_150_180_60          482.1          358.2          519.6          -30.1
      300_240_0_240_60_270_30          482.3          359.2          545.8          -19.1
     210_210_60_330_60_90_240          482.4          230.1          526.7          -28.6
      180_240_0_270_60_60_210          482.4          352.2          561.3          -21.3
      30_240_0_240_150_270_90          482.6          381.2          517.2          -24.5
