                                                                  Ordered by
                    Structure         TotalE     NoInterHelVDW     NoAllVDW        InterHB
    60_120_330_180_150_180_90         2562.2          218.4          393.3          -75.4
      60_0_300_150_150_180_90       171184.8          283.3          393.3          -67.1
    120_180_330_90_120_180_30        17694.4          423.1          393.3          -76.5
     90_150_270_60_120_180_90        26246.7          526.9          393.3          -60.7
  150_330_330_240_150_180_240        38211.7         1573.3          393.3          -78.4
    90_330_240_150_120_180_90       145222.6          415.2          393.3          -41.7
    60_270_300_150_120_180_90        29466.2          505.4          393.3          -52.8
    120_330_330_0_120_180_210         6468.2          519.2          393.3          -63.4
   120_120_330_240_180_210_60         4616.5          163.5          393.3          -96.0
    150_330_330_180_90_240_90         5302.0          606.9          393.3          -74.2
   150_210_300_150_120_180_90         5347.4          210.1          393.3          -68.6
  120_330_330_180_150_120_210         6076.7          425.3          393.3          -82.4
  150_150_300_150_120_180_210         4753.5          196.5          393.3          -65.2
      90_120_330_0_120_300_60         3073.2          152.6          393.3          -78.6
     150_150_0_60_120_180_210       281468.4          470.9          393.3          -63.0
     120_120_180_90_90_210_60         6196.8          119.5          393.3          -74.8
  120_270_300_150_150_180_210        27370.5          423.5          393.4          -61.5
     90_120_60_270_180_210_60        26731.5          251.2          393.4          -58.7
  150_330_330_150_120_180_270       145624.5          758.8          393.4          -54.7
  150_330_330_180_150_240_150         4919.1          605.6          393.4          -84.6
    120_120_330_0_270_240_240        25559.2          138.5          393.4          -82.8
      90_0_300_150_150_210_90       214975.8          262.1          393.4          -75.0
    30_120_330_180_150_180_30         2375.7          265.8          393.4          -90.4
   120_270_330_30_150_180_210        25342.9          553.1          393.4          -74.2
        150_150_0_60_0_240_90        57797.0         1734.0          393.4          -57.5
  120_270_330_240_150_180_210         2382.0          246.0          393.4          -70.5
   120_120_270_210_300_210_60        12455.0          271.6          393.4          -67.9
      90_120_180_0_180_210_90         7690.6          301.2          393.4          -76.8
    120_90_270_210_120_180_90        23670.3          215.3          393.5          -61.3
  120_330_330_240_120_180_150        11240.3          482.7          393.5          -74.6
  120_180_330_180_150_180_330         1985.7          324.3          393.5          -70.8
  150_330_240_150_150_240_150       142733.0          323.0          393.5          -65.8
     120_120_330_0_150_210_60         3988.0          124.8          393.5          -79.0
   120_180_330_150_150_180_30          844.5          337.7          393.5          -57.7
     90_180_330_180_90_210_60         3302.3          110.8          393.5          -64.7
     90_0_300_210_120_180_150       279270.2          213.1          393.5          -56.7
   120_120_330_240_150_120_60         4622.9           99.0          393.5          -95.0
   120_150_330_90_120_180_210        24622.9          286.2          393.6          -73.4
   150_270_330_180_150_180_90         2194.7          120.3          393.6          -60.8
     90_120_330_240_150_150_0         1722.4          163.2          393.6          -95.4
    90_120_330_90_180_150_180        15164.4          179.0          393.6          -88.7
     120_150_0_60_150_180_210         9749.7          511.6          393.6          -58.0
     150_180_330_0_270_180_30        23249.8          219.7          393.6          -68.5
    120_330_330_180_150_150_0         5666.3          467.8          393.6          -76.5
  150_330_330_180_270_180_210        28297.3          688.3          393.6          -70.2
     120_120_330_90_90_210_90        17327.7          117.8          393.6          -74.0
   120_120_330_90_150_180_120        16510.1          106.7          393.6          -77.2
  150_150_270_210_300_210_210        14606.5          586.5          393.6          -53.6
    120_120_330_0_150_150_330         3744.1          121.1          393.6          -90.3
   120_330_330_150_150_180_30       141940.3          484.6          393.6          -60.4
  120_180_300_150_180_210_210         2070.5          748.5          393.7          -78.2
    90_120_330_240_120_180_60         3792.0          219.3          393.7          -76.3
  150_330_270_210_300_180_210        11608.7          518.7          393.7          -63.4
   120_120_330_180_90_210_180         6211.1          175.8          393.7          -75.2
     120_120_330_90_150_180_0        16482.3          107.0          393.7          -79.6
      180_120_330_0_120_180_0         2888.3          156.2          393.7          -67.6
    90_120_330_180_30_150_180       609157.1          184.0          393.7          -91.2
    150_270_330_90_90_210_210        22570.1          197.7          393.7          -52.7
      90_180_330_0_270_210_60        23043.5          156.8          393.7          -75.3
    120_120_330_0_180_150_330         4857.5           94.1          393.7          -81.9
   150_150_270_210_300_210_90        14556.3          547.7          393.7          -52.1
    120_90_330_180_120_180_30         7773.0          303.0          393.7          -67.0
    90_330_330_180_150_180_30         6794.3          691.5          393.7          -65.5
  120_120_330_240_150_150_180         4186.3          121.5          393.8          -93.5
   150_330_240_150_150_210_90       142875.0          356.8          393.8          -55.5
   120_330_330_180_270_210_60        28790.1          473.7          393.8          -71.5
   120_120_330_90_150_210_210        16661.9          191.9          393.8          -82.3
     150_150_330_0_150_180_90         1201.5          106.5          393.8          -75.1
   90_180_330_180_150_150_150         2318.8          157.0          393.8          -80.6
  120_180_300_150_210_210_210         1611.1          458.6          393.8          -65.1
   120_120_330_180_150_150_30         4863.5          123.9          393.8          -97.1
      90_120_330_90_120_180_0        16069.6          225.1          393.8          -79.3
     210_0_300_150_120_180_90       173038.0          221.5          393.9          -85.6
      90_120_330_180_0_210_60        13262.2          245.4          393.9          -90.4
   150_330_180_90_180_210_210         7758.1          439.6          393.9          -78.7
     60_0_300_150_120_180_150       173705.7          226.3          393.9          -68.1
        120_150_0_60_0_180_90        57683.3         1726.5          393.9          -63.1
       90_0_270_60_120_180_90        62836.6          296.3          393.9          -59.0
     90_120_330_240_90_210_90         2499.3          141.9          393.9          -82.5
   120_300_330_180_150_180_30         5440.4          218.8          393.9          -51.9
  150_240_300_150_120_180_210         8709.7          397.9          393.9          -72.1
    120_270_330_30_150_120_30        25613.6          534.6          393.9          -91.1
      90_120_210_0_270_240_90        37536.0          448.5          393.9          -72.9
      90_0_300_150_180_210_90       214711.0          551.5          393.9          -82.1
    120_0_330_180_120_180_210         7823.6          321.8          393.9          -71.4
   120_270_330_240_150_120_30         2652.7          227.5          393.9          -87.4
   120_330_330_180_120_210_60         7973.4          511.1          393.9          -80.0
   150_330_330_240_150_150_90         8485.9          619.8          393.9          -86.6
       90_0_300_60_120_180_90       103420.6          179.4          393.9          -55.4
   90_120_330_180_300_150_180      8758645.7          241.8          394.0          -88.6
     90_120_330_180_30_210_60       609467.5          192.5          394.0          -83.3
     120_120_330_0_270_240_90        25533.7          124.8          394.0          -80.4
    120_120_330_0_120_300_210         5558.3          110.2          394.0          -80.7
   150_330_270_210_300_150_90        12286.1          439.9          394.0          -56.4
   150_330_330_150_90_210_210       141720.7          670.4          394.0          -54.3
     90_120_330_0_120_300_180         3085.8          161.3          394.0          -78.0
      90_120_330_90_60_150_60        15576.7          172.4          394.0          -78.1
     120_120_330_0_150_120_30         4145.0          101.2          394.0          -95.4
    90_120_330_180_210_210_60         6441.3          469.2          394.0          -88.7
  150_330_330_180_150_180_330         4919.7          596.9          394.0          -66.3
  120_330_240_150_150_180_210       143607.4          176.1          394.1          -47.9
     90_0_300_210_120_180_180       278891.3          216.1          394.1          -55.7
      90_0_330_180_150_120_60        48094.6          158.3          394.1          -75.8
  120_330_330_150_120_180_210       143745.6          540.3          394.1          -53.7
      90_0_300_150_210_210_90       214251.6          261.6          394.1          -69.0
       90_0_330_90_120_180_90        68524.7          270.6          394.1          -65.3
    120_270_330_240_90_210_60         3205.7          209.6          394.1          -67.2
  150_330_270_210_300_210_210        11393.4          521.7          394.1          -56.3
   90_120_330_180_120_150_180         4292.7          193.4          394.1          -86.5
     90_120_330_0_270_210_240        23015.5          224.2          394.1          -81.0
       90_180_330_0_90_210_60         1926.1           88.0          394.1          -64.2
    150_150_330_90_120_180_90        23793.8          190.0          394.1          -69.1
  120_120_330_180_150_210_330         4970.7          145.9          394.1          -87.7
   150_330_330_180_150_180_60         4934.1          611.4          394.2          -70.1
     90_120_180_90_270_210_60       191928.0          211.8          394.2          -74.8
    120_120_330_90_150_120_60        16938.4          108.9          394.2          -90.7
   150_330_240_150_150_180_30       143166.5          359.9          394.2          -56.1
   120_330_270_210_300_210_60        12190.1          297.3          394.2          -56.3
      60_270_330_90_90_210_60        23110.6          374.9          394.2          -50.3
      90_120_330_90_150_150_0        14037.9          173.1          394.2          -91.1
   90_180_330_180_150_180_150         2306.1          151.8          394.2          -68.7
      90_120_330_0_120_240_90         3138.1          156.8          394.2          -80.7
    180_120_330_0_120_180_120         2945.5          153.2          394.2          -61.6
    90_150_270_210_120_180_90        19437.3          405.9          394.2          -56.0
    120_270_300_150_60_120_30        99346.5          376.7          394.2          -67.1
   120_180_330_180_150_180_90         1965.3          307.3          394.3          -77.7
   150_330_330_120_90_210_210        28674.9          715.6          394.3          -58.9
  120_180_330_180_120_180_240        34255.1         1368.7          394.3          -80.1
     180_180_330_0_120_180_30         3652.3          185.1          394.3          -63.6
  120_330_300_150_120_180_210       146353.9          346.1          394.3          -61.6
   120_270_330_180_150_180_90         2695.9          219.8          394.3          -68.3
    90_120_270_240_180_210_60         4623.8          276.4          394.3          -67.1
      90_120_330_0_120_300_90         3053.3          148.5          394.3          -89.6
  120_180_330_180_270_210_210        25027.3          411.8          394.3          -82.5
  120_150_270_210_300_180_210        15402.8          656.1          394.3          -58.8
  120_270_330_180_150_180_330         2815.5          239.3          394.3          -66.3
   150_330_330_180_120_120_30         7408.1          663.3          394.3          -68.5
  150_330_330_180_120_180_120         6952.7          662.7          394.3          -65.6
      90_120_330_0_150_180_60         1180.6          157.2          394.3          -70.0
      90_0_300_150_60_150_150       287479.7          237.1          394.3          -55.8
    120_0_330_180_150_150_180         5620.8          249.8          394.3          -84.7
   120_120_330_240_90_210_240         5007.5          131.0          394.3          -82.1
  120_120_330_240_120_180_120         6293.7          159.7          394.4          -80.6
  120_330_330_180_150_180_330         5560.9          426.0          394.4          -62.7
   150_330_330_180_150_150_60         4946.0          615.7          394.4          -83.1
   120_120_330_90_150_150_180        16501.8          131.4          394.4          -89.2
  150_330_330_180_150_120_270         5436.1          611.6          394.4          -87.6
    120_120_330_240_120_180_0         6265.9          160.0          394.4          -83.0
   90_120_330_180_150_180_120         2369.5          143.9          394.4          -85.7
   150_300_240_150_120_180_90         8388.4          397.2          394.4          -43.9
   150_330_330_180_120_240_90         6924.2          632.5          394.4          -74.8
    90_150_330_180_150_180_90         2767.1           82.1          394.4          -82.4
   150_330_330_180_150_120_90         5408.5          603.0          394.4          -82.9
  120_180_330_180_120_210_210         4210.6          449.2          394.4          -91.0
   120_150_270_240_120_180_90        12397.4          510.3          394.4          -47.0
   180_120_330_240_150_180_90         1382.4           95.7          394.4          -74.7
        150_150_0_60_0_210_90        57845.6         1749.8          394.4          -59.5
   120_150_330_180_120_180_90         4752.4          236.0          394.4          -70.1
  120_150_300_150_120_180_210         5334.5          269.1          394.4          -63.3
     120_150_0_60_120_180_210       282049.4          543.5          394.5          -61.1
